"latitude";"longitude";"price"
0.35739347158032003;0.5157150439793794;0.0149
0.6141989498390835;0.4941044889293173;0.0225
0.7482517482517392;0.5734758871701464;0.015
0.44849614053765763;0.5396193509250778;0.0089
0.5998015825005434;0.5107294510160864;0.02
0.6414692573862152;0.49190552016984146;0.0079
0.5169743751058606;0.48159311495299106;0.015
0.7340721562174799;0.5288330300272898;0.0135
0.6314757906453352;0.4848157415832602;0.0085
0.407723764125148;0.4864839247800965;0.0089
0.7222155007622105;0.5370222929936359;0.0085
0.5047063662980684;0.5514482863209021;0.014
0.46434534323808163;0.5167007885956868;0.0215
0.5858881602826254;0.4727972399150877;0.014
0.4261862704769249;0.5639217470427695;0.0099
0.7188036876618163;0.5605474673946111;0.019
0.445035932925203;0.5765468607825263;0.012
0.3779611392068232;0.5103692750985791;0.006
0.646937837249258;0.49114725508036794;0.015
0.8832724369056565;0.6129814983318208;0.0044
0.5551092506109785;0.4909766454352357;0.018
0.7807486631016112;0.5561495298756325;0.005
0.7580032424322996;0.5492872308158853;0.0052
0.5381469741331287;0.5815893236275479;0.0055
0.7779659786580206;0.5520928116469452;0.005
0.4435599003073148;0.5491545344252388;0.007
0.4086916543663924;0.48646496815288054;0.0089
0.4572555472209519;0.5711631786472671;0.0035
0.48895395262178265;0.6008682135274608;0.0085
0.33205894451569434;0.5329655747649487;0.015
0.518353618699645;0.48386791022141157;0.004
0.5398649793113538;0.4974787685775026;0.0068
0.3943910760519732;0.5018956627236972;0.012
0.4765407602777917;0.5091370943281678;0.012
0.7024463425847485;0.5026349711859278;0.0135
0.7548575991482639;0.5680163785259426;0.015
0.3863091925375603;0.5346527145890279;0.015
0.5998983715246644;0.5630497421898656;0.013
0.43874464635709737;0.5469176524112772;0.011
0.46369201732523907;0.5130800727934516;0.008
0.43709923294698877;0.578328783742793;0.008
0.6933965688290913;0.5200561116166292;0.0151
0.4946161105330674;0.5854185623294011;0.0228
0.5692888426452378;0.5506900212314287;0.0144
0.5802985941394228;0.49984834698211067;0.02
0.5057710455634338;0.5404913557779818;0.015
0.5329445640864272;0.48032302092812096;0.011
0.6182882861083591;0.4767402183803445;0.0069
0.5425508747308061;0.5810964513193672;0.0049
0.5379291988288478;0.46760312405217674;0.018
0.5131270113969048;0.5352972399150708;0.008
0.5963171776320498;0.47224749772520525;0.0375
0.6554068768601721;0.5530216863815509;0.025
0.4314854695477473;0.5310509554140085;0.02
0.4602560069688061;0.524226569608747;0.0055
0.6291286568103236;0.48003867151955826;0.0052
0.5485517942265316;0.5030709736123798;0.008
0.5070293028770584;0.5241507430997754;0.0275
0.5400585573595957;0.49226569608734877;0.0099
0.7303941733007444;0.578556263269627;0.0225
0.5367677305393614;0.501099484379738;0.023
0.6379122607496396;0.48485365483771903;0.0051
0.8023810099934625;0.575276766757656;0.0065
0.44443100152442094;0.5320746132848018;0.0105
0.5528831030561095;0.4860668789808874;0.019
0.650567425653933;0.5570215347285364;0.02
0.6063590388849903;0.6465726417955695;0.007
0.46799912889877826;0.515146345162281;0.0095
0.5845815084569402;0.4596034273582057;0.015
0.5123768964599412;0.5370412496208787;0.0145
0.7969608246424803;0.5555429178040753;0.011
0.5292423839136701;0.48434182590234937;0.0285
0.37317008251264466;0.5330414012738932;0.013
0.5120381348755005;0.4861995753715608;0.0094
0.4777506230793386;0.47721413406128227;0.08
0.5288068333051084;0.543941461935085;0.0105
0.5409296585767192;0.4929102214134187;0.006
0.5124252909720017;0.5350318471337511;0.0085
0.48522757519296944;0.5803002729754348;0.0065
0.4416967115929082;0.5152600849256844;0.0131
0.451399811261408;0.5277904155292805;0.0098
0.43690565489872957;0.5171367910221388;0.025
0.48670360781087485;0.6034463148316599;0.0105
0.7207152708882835;0.5358090688504675;0.014
0.7942507319669891;0.5632203518349979;0.0089
0.5814358651728875;0.45820063694268914;0.0098
0.44605221767852504;0.6082233848953618;0.0125
0.7815713698066569;0.5554860479223466;0.006
0.435260241488621;0.46041856232938094;0.0175
0.8214484477460214;0.5717508340916083;0.0065
0.5593679676724744;0.4572907188352994;0.05
0.5166840080334977;0.5737223233242232;0.0101
0.41043385680063915;0.49918486502882475;0.022
0.4450843274372635;0.6078442523506116;0.0125
0.5197570595494512;0.5610782529572237;0.008
0.7486872988603009;0.5690969062784377;0.01
0.4398577201345404;0.48250303306035386;0.02
0.6181914970842382;0.4767781316348303;0.0059
0.5541413603697342;0.49761146496814906;0.014
0.4083044982698912;0.4839626933575991;0.012
0.5459142933191398;0.498274946921435;0.035
0.5883562803977967;0.501080527752495;0.0199
0.5314443342125001;0.543941461935085;0.0325
0.6737483969317891;0.5081323930846174;0.0235
0.5462772521596021;0.5019146193509132;0.0225
0.4077721586372085;0.48980133454655317;0.0099
0.7930650664214639;0.5596565059144643;0.017
0.3997386696348733;0.5026728844404136;0.04
0.6742081447963725;0.5096678798908073;0.017
0.37781595567062454;0.5381596906278326;0.0075
0.5309845863479169;0.530292690324535;0.009
0.6731918600430676;0.5614952987564328;0.015
0.8686814915188571;0.5936078252957203;0.0085
0.44409223993999747;0.5492114043069406;0.007
0.4460764149345467;0.5325106157112537;0.0089
0.5423330994265252;0.4795837124658903;0.0185
0.5169017833377785;0.48502426448285124;0.0105
0.6478815302344635;0.4936874431301082;0.013
0.5677402182592503;0.45759402487110495;0.0115
0.3196215549156817;0.5913330300272999;0.0077
0.4537227478403979;0.5327191386108717;0.0076
0.44322113872287405;0.5834849863512181;0.0125
0.45130302223728697;0.5246625720351721;0.0135
0.5669417088102263;0.5515241128298468;0.025
0.5222251796646226;0.561248862602356;0.0199
0.5819198102935097;0.7824158325750528;0.014
0.4428581798824117;0.58610100090993;0.0115
0.5230720836257243;0.5782529572338483;0.016
0.5205555689984752;0.5403965726417943;0.0195
0.5414136036973414;0.49565893236275005;0.0195
0.5126430662762826;0.5375151653017896;0.008
0.4626999298279558;0.51429329693662;0.0044
0.5685145304522526;0.46142326357295826;0.0156
0.4212016357345043;0.5270131938125642;0.0085
0.5216202482638406;0.538083864118888;0.0125
0.4217823698792647;0.5278851986654411;0.0115
0.7093667578096579;0.5771345162268675;0.0069
0.56251361095651;0.45573627540189354;0.0225
0.5174341229704612;0.5316196542311069;0.0125
0.671038304256298;0.553002729754335;0.0219
0.4495850170590619;0.4994692144373605;0.0475
0.6648680039683522;0.5519980285107576;0.0099
0.5107798775618932;0.5570784046102382;0.0069
0.5947685532460623;0.60905747649378;0.0079
0.44346311128317656;0.5645852289960555;0.0135
0.48946209499842647;0.49042690324538024;0.025
0.6326130616787999;0.5312026084318978;0.025
0.4564570377719107;0.5314300879587587;0.007
0.43194521741234787;0.4607787382468883;0.0165
0.3519490889733161;0.31001668183198505;0.007
0.4999637041159503;0.6194457082196019;0.005
0.8046313548043703;0.5925462541704682;0.004
0.5097393955525494;0.5245677888990115;0.015
0.545381953686457;0.5006066120715842;0.0125
0.4626273380598737;0.5180656657567445;0.011
0.575338156653041;0.45566044889292195;0.017
0.5672804703946498;0.4546178343949127;0.015
0.49369661480388355;0.6567523506217735;0.035
0.739710116872743;0.5406050955414123;0.0099
0.5238221985626879;0.5416287534122055;0.02
0.43591356740146353;0.5038481953290962;0.015
0.4358651728894031;0.5628601759174905;0.009
0.43286471314153174;0.5143880800727805;0.012
0.6498173107169695;0.5517895056111666;0.0075
0.44179350061702916;0.5742341522596199;0.0175
0.6370653567885378;0.4696883530482221;0.0275
0.5299924988506336;0.48510009099182283;0.0299
0.4101676869842978;0.4860100090991856;0.0135
0.5405666997362568;0.47848422808615243;0.0083
0.6020277300554123;0.4695746132848186;0.0123
0.41795920342633053;0.9069798301486209;0.0055
0.526120937885639;0.6935471640885754;0.0098
0.49011542091126903;0.6563921747042661;0.014
0.5218622208241602;0.6935850773430342;0.0265
0.5316379122607422;0.5396193509250778;0.0249
0.642896895492043;0.49226569608734877;0.0105
0.7320879812229306;0.5466901728844432;0.02
0.43291310765359226;0.5152411282984416;0.01
0.7514699833038914;0.5657415832574951;0.0121
0.8008323856074749;0.5949347892022923;0.0045
0.7254095385583238;0.5718645738550119;0.01
0.5237738040506273;0.5800159235668721;0.014
0.44307595518667536;0.5856270852289922;0.0071
0.5515522539744029;0.47975432211102254;0.013
0.5536816125051508;0.4540491355777874;0.0199
0.5081423766544843;0.5550500454958945;0.0069
0.5510441115977418;0.49306187443130806;0.013
0.5546253054903563;0.542405975128895;0.0195
0.7559222784136292;0.5676182893539495;0.0064
0.6583105475839052;0.6433879284197862;0.014
0.4584654100224988;0.47497725204732066;0.0159
0.6470588235294178;0.49162117076130574;0.025
0.5573353981658474;0.4812898089171855;0.0239
0.5819682048055701;0.49181073703368083;0.0305
0.7489534686766595;0.5705755232028988;0.0155
0.7871609359498595;0.5716370943281779;0.006
0.38403465047063085;0.49372535638459397;0.0135
0.6343068696009863;0.5579314528358993;0.012
0.5341060323759308;0.4900856839551158;0.015
0.49439833522878657;0.6541552926903315;0.014
0.5667481307619671;0.5397899605702101;0.0135
0.5269436445907018;0.4727593266606019;0.025
0.5329203668304056;0.45837124658782136;0.05
0.5617392987635248;0.47330906885048435;0.0225
0.7061727200135445;0.5662154989384329;0.0125
0.7549785854284066;0.5688504701243607;0.0092
0.7647300796089669;0.5636753108886927;0.0175
0.5486727805066913;0.5003222626630215;0.0099
